article_id,outlet,entity_type,sentence_resolved,description_phrase,extraction_method,token_span
Fox_0016,Fox,shooter,"UVALDE, TEXAS SCHOOL SHOOTING: 18 STUDENTS, ONE ADULT KILLED, SUSPECTED SHOOTER DEAD 

Every parent, every grandparent that has a child envisions what Every parent, every grandparent that has a child would feel if it happened to Every parent, every grandparent that has a child.",SUSPECTED SHOOTER,pos,62-79
Fox_0017,Fox,shooter,"Annabelle Guadalupe Rodriguez, 10, who did not make contact with her family in the hours after suspected gunman SalvadorRamos, a student of Uvalde High School, carried out suspected gunman SalvadorRamos, a student of Uvalde High School, shooting spree, was also among those who died, her father told Fox 7Austin.",suspected,dep,95-104
Fox_0017,Fox,shooter,"Annabelle Guadalupe Rodriguez, 10, who did not make contact with her family in the hours after suspected gunman SalvadorRamos, a student of Uvalde High School, carried out suspected gunman SalvadorRamos, a student of Uvalde High School, shooting spree, was also among those who died, her father told Fox 7Austin.",carried out gunman,dep,160-188
Fox_0017,Fox,shooter,"Annabelle Guadalupe Rodriguez, 10, who did not make contact with her family in the hours after suspected gunman SalvadorRamos, a student of Uvalde High School, carried out suspected gunman SalvadorRamos, a student of Uvalde High School, shooting spree, was also among those who died, her father told Fox 7Austin.",student,dep,129-136
Fox_0017,Fox,shooter,"Annabelle Guadalupe Rodriguez, 10, who did not make contact with her family in the hours after suspected gunman SalvadorRamos, a student of Uvalde High School, carried out suspected gunman SalvadorRamos, a student of Uvalde High School, shooting spree, was also among those who died, her father told Fox 7Austin.",SalvadorRamos,dep,189-202
Fox_0017,Fox,shooter,"Annabelle Guadalupe Rodriguez, 10, who did not make contact with her family in the hours after suspected gunman SalvadorRamos, a student of Uvalde High School, carried out suspected gunman SalvadorRamos, a student of Uvalde High School, shooting spree, was also among those who died, her father told Fox 7Austin.",suspected gunman SalvadorRamos,pos,95-125
Fox_0017,Fox,shooter,"Annabelle Guadalupe Rodriguez, 10, who did not make contact with her family in the hours after suspected gunman SalvadorRamos, a student of Uvalde High School, carried out suspected gunman SalvadorRamos, a student of Uvalde High School, shooting spree, was also among those who died, her father told Fox 7Austin.",suspected gunman,pos,172-188
Fox_0018,Fox,shooter,"The suspect in the shooting, Salvador Ramos, was 18.",Salvador Ramos,dep,29-43
Fox_0018,Fox,shooter,"The suspect in the shooting, Salvador Ramos, was 18.",The suspect,pos,0-11
Fox_0018,Fox,shooter,"The suspect in the shooting, Salvador Ramos, was 18.",the shooting,pos,15-27
Fox_0020,Fox,shooter,"Former FBI assistant director Chris Swecker claimed the alleged shooter of Robb Elementary School in Uvalde, Texas, was""flashing red"" ahead of the alleged shooter of Robb Elementary School in Uvalde, Texas ""unspeakable, cowardly act"" Tuesday on ""The Ingraham Angle.",claimed shooter,dep,44-71
Fox_0020,Fox,shooter,"Former FBI assistant director Chris Swecker claimed the alleged shooter of Robb Elementary School in Uvalde, Texas, was""flashing red"" ahead of the alleged shooter of Robb Elementary School in Uvalde, Texas ""unspeakable, cowardly act"" Tuesday on ""The Ingraham Angle.",alleged shooter,pos,56-71
Fox_0020,Fox,shooter,"Former FBI assistant director Chris Swecker claimed the alleged shooter of Robb Elementary School in Uvalde, Texas, was""flashing red"" ahead of the alleged shooter of Robb Elementary School in Uvalde, Texas ""unspeakable, cowardly act"" Tuesday on ""The Ingraham Angle.",Former FBI assistant director Chris Swecker,pos,0-43
Fox_0020,Fox,shooter,"Former FBI assistant director Chris Swecker claimed the alleged shooter of Robb Elementary School in Uvalde, Texas, was""flashing red"" ahead of the alleged shooter of Robb Elementary School in Uvalde, Texas ""unspeakable, cowardly act"" Tuesday on ""The Ingraham Angle.",the alleged shooter,pos,52-71
Fox_0020,Fox,shooter,"""

CHRIS SWECKER: Like every mass shooter, especially the young ones, this one was flashing red, it appears, which is nosurprise…",young ones,dep,58-68
Fox_0020,Fox,shooter,"""

CHRIS SWECKER: Like every mass shooter, especially the young ones, this one was flashing red, it appears, which is nosurprise…",every mass shooter,pos,23-41
Fox_0020,Fox,shooter,"We don't know whether anybody reported this and whether any law enforcement officer everhad any contact with the alleged shooter of Robb Elementary School in Uvalde, Texas over this.",everhad contact,dep,84-103
Fox_0020,Fox,shooter,"We don't know whether anybody reported this and whether any law enforcement officer everhad any contact with the alleged shooter of Robb Elementary School in Uvalde, Texas over this.",alleged shooter,pos,113-128
Fox_0020,Fox,shooter,"We don't know whether anybody reported this and whether any law enforcement officer everhad any contact with the alleged shooter of Robb Elementary School in Uvalde, Texas over this.",the alleged shooter,pos,109-128
Fox_0021,Fox,shooter,WHO IS THE TEXAS SCHOOL SHOOTER?,THE TEXAS SCHOOL SHOOTER,pos,7-31
Fox_0022,Fox,shooter,"A mass shooting at a Texas elementary school Tuesday left at least 19 children and two teachers dead after anarmed 18-year-old entered the campus, barricaded himself in a classroom and opened fire.",A mass shooting,pos,0-15
Fox_0022,Fox,shooter,"The suspected gunman has been identified by authorities as 18-year-old Uvalde, Texas, resident Salvador Ramos.",suspected,dep,4-13
Fox_0022,Fox,shooter,"The suspected gunman has been identified by authorities as 18-year-old Uvalde, Texas, resident Salvador Ramos.",has been identified,dep,21-40
Fox_0022,Fox,shooter,"The suspected gunman has been identified by authorities as 18-year-old Uvalde, Texas, resident Salvador Ramos.",has been identified by authorities,dep,21-55
Fox_0022,Fox,shooter,"The suspected gunman has been identified by authorities as 18-year-old Uvalde, Texas, resident Salvador Ramos.",The suspected gunman,pos,0-20
Fox_0023,Fox,shooter,"""

Martinez is the uncle of fourth-grader Xavier Lopez, 10, who was killed when a gunman broke into the school and fatally shot atleast 19 children and two teachers.",was killed,dep,64-74
Fox_0023,Fox,shooter,"""

Martinez is the uncle of fourth-grader Xavier Lopez, 10, who was killed when a gunman broke into the school and fatally shot atleast 19 children and two teachers.",broke,dep,89-94
Fox_0023,Fox,shooter,"""

Martinez is the uncle of fourth-grader Xavier Lopez, 10, who was killed when a gunman broke into the school and fatally shot atleast 19 children and two teachers.",a gunman,pos,80-88
Fox_0023,Fox,shooter,"Fourth-grader Xavier Lopez, 10, was killed when a gunman broke into Robb Elementary School in Uvalde, Texas on May 24, 2022.",was killed,dep,32-42
Fox_0023,Fox,shooter,"Fourth-grader Xavier Lopez, 10, was killed when a gunman broke into Robb Elementary School in Uvalde, Texas on May 24, 2022.",broke,dep,57-62
Fox_0023,Fox,shooter,"Fourth-grader Xavier Lopez, 10, was killed when a gunman broke into Robb Elementary School in Uvalde, Texas on May 24, 2022.",a gunman,pos,48-56
NYT_0002,NYT,shooter,"In the aftermath of Tuesday's school massacre in Uvalde, Texas, where an 18-year-old gunman killed 19 children and two teachers, Mr. Cruz remained unapologetic in Senator Ted Cruz of Texas broad opposition to gun control measures.",killed children,dep,92-110
NYT_0002,NYT,shooter,"In the aftermath of Tuesday's school massacre in Uvalde, Texas, where an 18-year-old gunman killed 19 children and two teachers, Mr. Cruz remained unapologetic in Senator Ted Cruz of Texas broad opposition to gun control measures.",Texas,dep,57-62
NYT_0002,NYT,shooter,"In the aftermath of Tuesday's school massacre in Uvalde, Texas, where an 18-year-old gunman killed 19 children and two teachers, Mr. Cruz remained unapologetic in Senator Ted Cruz of Texas broad opposition to gun control measures.",old gunman,pos,81-91
NYT_0002,NYT,shooter,"In the aftermath of Tuesday's school massacre in Uvalde, Texas, where an 18-year-old gunman killed 19 children and two teachers, Mr. Cruz remained unapologetic in Senator Ted Cruz of Texas broad opposition to gun control measures.",an 18-year-old gunman,pos,70-91
NYT_0002,NYT,shooter,"In the aftermath of Tuesday's school massacre in Uvalde, Texas, where an 18-year-old gunman killed 19 children and two teachers, Mr. Cruz remained unapologetic in Senator Ted Cruz of Texas broad opposition to gun control measures.",gun control measures,pos,209-229
NYT_0005,NYT,shooter,But the motive for the Buffalo attack appears clear from the online screed left by the shooting suspect.,left,dep,75-79
NYT_0005,NYT,shooter,But the motive for the Buffalo attack appears clear from the online screed left by the shooting suspect.,shooting,dep,87-95
NYT_0005,NYT,shooter,But the motive for the Buffalo attack appears clear from the online screed left by the shooting suspect.,online screed,pos,61-74
NYT_0005,NYT,shooter,But the motive for the Buffalo attack appears clear from the online screed left by the shooting suspect.,the Buffalo attack,pos,19-37
NYT_0005,NYT,shooter,But the motive for the Buffalo attack appears clear from the online screed left by the shooting suspect.,the shooting suspect,pos,83-103
NYT_0005,NYT,shooter,"Influenced by the so-called great replacement theory, the shooting suspect sought to kill as many Black people as the shooting suspect could.",shooting,dep,58-66
NYT_0005,NYT,shooter,"Influenced by the so-called great replacement theory, the shooting suspect sought to kill as many Black people as the shooting suspect could.",sought,dep,75-81
NYT_0005,NYT,shooter,"Influenced by the so-called great replacement theory, the shooting suspect sought to kill as many Black people as the shooting suspect could.",to kill people,dep,82-110
NYT_0005,NYT,shooter,"Influenced by the so-called great replacement theory, the shooting suspect sought to kill as many Black people as the shooting suspect could.",the shooting suspect,pos,54-74
NYT_0007,NYT,shooter,"As the nation reels from a massacre at a Texas elementary school in which a gunman killed 19 children and two teachers, a review of Republican and Democratic advertising during the first months of 2022 highlights the giant cultural chasm over guns in America.",killed children chasm,dep,83-237
NYT_0007,NYT,shooter,"As the nation reels from a massacre at a Texas elementary school in which a gunman killed 19 children and two teachers, a review of Republican and Democratic advertising during the first months of 2022 highlights the giant cultural chasm over guns in America.",elementary school,pos,47-64
NYT_0007,NYT,shooter,"As the nation reels from a massacre at a Texas elementary school in which a gunman killed 19 children and two teachers, a review of Republican and Democratic advertising during the first months of 2022 highlights the giant cultural chasm over guns in America.",a gunman,pos,74-82
NYT_0009,NYT,shooter,"The gunman who killed 19 children and two teachers in a rural Texas elementary school on Tuesday entered the building despite being confronted by an armed school security officer, then wounded two responding police officers and engaged in a standoff inside the school for over an hour, state police officials said.",killed children,dep,15-33
NYT_0009,NYT,shooter,"The gunman who killed 19 children and two teachers in a rural Texas elementary school on Tuesday entered the building despite being confronted by an armed school security officer, then wounded two responding police officers and engaged in a standoff inside the school for over an hour, state police officials said.",entered building,dep,97-117
NYT_0009,NYT,shooter,"The gunman who killed 19 children and two teachers in a rural Texas elementary school on Tuesday entered the building despite being confronted by an armed school security officer, then wounded two responding police officers and engaged in a standoff inside the school for over an hour, state police officials said.",The gunman,pos,0-10
NYT_0009,NYT,shooter,"The gunman who killed 19 children and two teachers in a rural Texas elementary school on Tuesday entered the building despite being confronted by an armed school security officer, then wounded two responding police officers and engaged in a standoff inside the school for over an hour, state police officials said.",an armed school security officer,pos,146-178
NYT_0009,NYT,shooter,"What began around 11:30 a.m., with the first report of an armed man approaching the school, ended as specialized officers breached a pair of adjoining classrooms and killed the gunman barricaded inside just after 1 p.m., state police officials said.",killed,dep,166-172
NYT_0009,NYT,shooter,"What began around 11:30 a.m., with the first report of an armed man approaching the school, ended as specialized officers breached a pair of adjoining classrooms and killed the gunman barricaded inside just after 1 p.m., state police officials said.",barricaded,dep,184-194
NYT_0009,NYT,shooter,"What began around 11:30 a.m., with the first report of an armed man approaching the school, ended as specialized officers breached a pair of adjoining classrooms and killed the gunman barricaded inside just after 1 p.m., state police officials said.",an armed man,pos,55-67
NYT_0009,NYT,shooter,"What began around 11:30 a.m., with the first report of an armed man approaching the school, ended as specialized officers breached a pair of adjoining classrooms and killed the gunman barricaded inside just after 1 p.m., state police officials said.",the gunman,pos,173-183
NYT_0009,NYT,shooter,"But officials said that the officers had successfully contained the gunman, identified as Salvador Ramos, until more specially trained officers could arrive.",had contained gunman,dep,37-74
NYT_0009,NYT,shooter,"But officials said that the officers had successfully contained the gunman, identified as Salvador Ramos, until more specially trained officers could arrive.",identified,dep,76-86
NYT_0009,NYT,shooter,"But officials said that the officers had successfully contained the gunman, identified as Salvador Ramos, until more specially trained officers could arrive.",the gunman,pos,64-74
NYT_0009,NYT,shooter,"But officials said that the officers had successfully contained the gunman, identified as Salvador Ramos, until more specially trained officers could arrive.",Salvador Ramos,pos,90-104
NYT_0010,NYT,shooter,"Rumors about the gunman and what had taken place spread widely online -- often with easily debunked evidence or none at all -- almost immediately after the first official reports about the deadly school shooting in Uvalde, Texas.",had taken place,dep,33-48
NYT_0010,NYT,shooter,"Rumors about the gunman and what had taken place spread widely online -- often with easily debunked evidence or none at all -- almost immediately after the first official reports about the deadly school shooting in Uvalde, Texas.",spread,dep,49-55
NYT_0010,NYT,shooter,"Rumors about the gunman and what had taken place spread widely online -- often with easily debunked evidence or none at all -- almost immediately after the first official reports about the deadly school shooting in Uvalde, Texas.",the gunman,pos,13-23
NYT_0010,NYT,shooter,"Rumors about the gunman and what had taken place spread widely online -- often with easily debunked evidence or none at all -- almost immediately after the first official reports about the deadly school shooting in Uvalde, Texas.",the deadly school shooting,pos,185-211
NYT_0013,NYT,shooter,"Xavier's classroom, where a nightmare erupted when a gunman burst in and killed 19 children and two teachers, reflected the close-knit character of Uvalde, a Mexican American ranching town in southern Texas where lives are braided together by generations of friendships and marriage.",erupted,dep,38-45
NYT_0013,NYT,shooter,"Xavier's classroom, where a nightmare erupted when a gunman burst in and killed 19 children and two teachers, reflected the close-knit character of Uvalde, a Mexican American ranching town in southern Texas where lives are braided together by generations of friendships and marriage.",burst,dep,60-65
NYT_0013,NYT,shooter,"Xavier's classroom, where a nightmare erupted when a gunman burst in and killed 19 children and two teachers, reflected the close-knit character of Uvalde, a Mexican American ranching town in southern Texas where lives are braided together by generations of friendships and marriage.",killed children,dep,73-91
NYT_0013,NYT,shooter,"Xavier's classroom, where a nightmare erupted when a gunman burst in and killed 19 children and two teachers, reflected the close-knit character of Uvalde, a Mexican American ranching town in southern Texas where lives are braided together by generations of friendships and marriage.",reflected character,dep,110-144
NYT_0013,NYT,shooter,"Xavier's classroom, where a nightmare erupted when a gunman burst in and killed 19 children and two teachers, reflected the close-knit character of Uvalde, a Mexican American ranching town in southern Texas where lives are braided together by generations of friendships and marriage.",a gunman,pos,51-59
NYT_0015,NYT,shooter,"I imagined the pain that parents in Uvalde, Texas, feel this morning when I arrived one day to pick up my older daughter, then not even 2 years old, from day care in Washington, D.C., and found that they were conducting an active shooter drill with the babies and toddlers.",were conducting drill,dep,204-243
NYT_0015,NYT,shooter,"I imagined the pain that parents in Uvalde, Texas, feel this morning when I arrived one day to pick up my older daughter, then not even 2 years old, from day care in Washington, D.C., and found that they were conducting an active shooter drill with the babies and toddlers.",active shooter drill,pos,223-243
NYT_0015,NYT,shooter,"I imagined the pain that parents in Uvalde, Texas, feel this morning when I arrived one day to pick up my older daughter, then not even 2 years old, from day care in Washington, D.C., and found that they were conducting an active shooter drill with the babies and toddlers.",an active shooter drill,pos,220-243
NYT_0015,NYT,shooter,"my older daughter, then not even 2 years old teachers explained that Her teachers were training the children to hide in a small dark room and not make a sound, so that if one day the worst happened, the shooter might not realize two young children were there.",happened,dep,189-197
NYT_0015,NYT,shooter,"my older daughter, then not even 2 years old teachers explained that Her teachers were training the children to hide in a small dark room and not make a sound, so that if one day the worst happened, the shooter might not realize two young children were there.",might not realize,dep,211-228
NYT_0015,NYT,shooter,"my older daughter, then not even 2 years old teachers explained that Her teachers were training the children to hide in a small dark room and not make a sound, so that if one day the worst happened, the shooter might not realize two young children were there.",the shooter,pos,199-210
NYT_0016,NYT,shooter,"On Tuesday, an 18-year-old gunman opened fire at Robb Elementary School in Uvalde, Texas, a rural town about 80 miles west of San Antonio, killing 19 children and two teachers, and wounding several other children.",opened fire,dep,34-45
NYT_0016,NYT,shooter,"On Tuesday, an 18-year-old gunman opened fire at Robb Elementary School in Uvalde, Texas, a rural town about 80 miles west of San Antonio, killing 19 children and two teachers, and wounding several other children.",old gunman,pos,23-33
NYT_0016,NYT,shooter,"On Tuesday, an 18-year-old gunman opened fire at Robb Elementary School in Uvalde, Texas, a rural town about 80 miles west of San Antonio, killing 19 children and two teachers, and wounding several other children.",an 18-year-old gunman,pos,12-33
NYT_0017,NYT,shooter,Trained police officers in Uvalde were no match because the shooter had comparable weaponry.,had weaponry,dep,68-91
NYT_0017,NYT,shooter,Trained police officers in Uvalde were no match because the shooter had comparable weaponry.,the shooter,pos,56-67
NYT_0017,NYT,shooter,Trained police officers in Uvalde were no match because the shooter had comparable weaponry.,comparable weaponry,pos,72-91
NYT_0018,NYT,shooter,"A gunman killed at least 19 children and two adults on Tuesday in a rural Texas elementary school, a state police official said, in the deadliest American school shooting since the massacre at Sandy Hook Elementary a decade ago.",killed children,dep,9-36
NYT_0018,NYT,shooter,"A gunman killed at least 19 children and two adults on Tuesday in a rural Texas elementary school, a state police official said, in the deadliest American school shooting since the massacre at Sandy Hook Elementary a decade ago.",said,dep,123-127
NYT_0018,NYT,shooter,"A gunman killed at least 19 children and two adults on Tuesday in a rural Texas elementary school, a state police official said, in the deadliest American school shooting since the massacre at Sandy Hook Elementary a decade ago.",A gunman,pos,0-8
NYT_0018,NYT,shooter,"A gunman killed at least 19 children and two adults on Tuesday in a rural Texas elementary school, a state police official said, in the deadliest American school shooting since the massacre at Sandy Hook Elementary a decade ago.",the deadliest American school shooting,pos,132-170
NYT_0018,NYT,shooter,"The gunman, whom the authorities identified as an 18-year-old man who had attended a nearby high school, was armed with several weapons, officials said.",was armed,dep,105-114
NYT_0018,NYT,shooter,"The gunman, whom the authorities identified as an 18-year-old man who had attended a nearby high school, was armed with several weapons, officials said.",The gunman,pos,0-10
NYT_0018,NYT,shooter,"The gunman, whom the authorities identified as an 18-year-old man who had attended a nearby high school, was armed with several weapons, officials said.",several weapons,pos,120-135
NYT_0018,NYT,shooter,"A gunman also died at the scene, officials said.

''",died,dep,14-18
NYT_0018,NYT,shooter,"A gunman also died at the scene, officials said.

''",A gunman,pos,0-8
NYT_0018,NYT,shooter,"A gunman shot and killed horrifically, incomprehensibly,'' Gov. Greg Abbott said in a news conference.",killed,dep,18-24
NYT_0018,NYT,shooter,"A gunman shot and killed horrifically, incomprehensibly,'' Gov. Greg Abbott said in a news conference.",A gunman,pos,0-8
NYT_0018,NYT,shooter,"Ten days earlier, a gunman fatally shot 10 people inside a Buffalo grocery store.",fatally shot people,dep,27-49
NYT_0018,NYT,shooter,"Ten days earlier, a gunman fatally shot 10 people inside a Buffalo grocery store.",a gunman,pos,18-26
NYT_0021,NYT,shooter,"A gunman walked into an elementary school in Uvalde, Texas, and killed 14 students and a teacher, Gov. Greg Abbott of Texas said at a news conference shortly after the massacre.",walked,dep,9-15
NYT_0021,NYT,shooter,"A gunman walked into an elementary school in Uvalde, Texas, and killed 14 students and a teacher, Gov. Greg Abbott of Texas said at a news conference shortly after the massacre.",A gunman,pos,0-8
NYT_0022,NYT,shooter,"The gunman who killed 19 children and two teachers in a rural Texas elementary school on Tuesday entered the building despite being confronted by an armed school security officer, then wounded two responding police officers and engaged in a standoff inside the school for over an hour, state police officials said.",killed children,dep,15-33
NYT_0022,NYT,shooter,"The gunman who killed 19 children and two teachers in a rural Texas elementary school on Tuesday entered the building despite being confronted by an armed school security officer, then wounded two responding police officers and engaged in a standoff inside the school for over an hour, state police officials said.",entered building,dep,97-117
NYT_0022,NYT,shooter,"The gunman who killed 19 children and two teachers in a rural Texas elementary school on Tuesday entered the building despite being confronted by an armed school security officer, then wounded two responding police officers and engaged in a standoff inside the school for over an hour, state police officials said.",The gunman,pos,0-10
NYT_0022,NYT,shooter,"The gunman who killed 19 children and two teachers in a rural Texas elementary school on Tuesday entered the building despite being confronted by an armed school security officer, then wounded two responding police officers and engaged in a standoff inside the school for over an hour, state police officials said.",an armed school security officer,pos,146-178
NYT_0022,NYT,shooter,"What began around 11:30 a.m., with the first report of an armed man approaching the school, ended as specialized officers breached a pair of adjoining classrooms and killed the gunman barricaded inside just after 1 p.m., state police officials said.",killed,dep,166-172
NYT_0022,NYT,shooter,"What began around 11:30 a.m., with the first report of an armed man approaching the school, ended as specialized officers breached a pair of adjoining classrooms and killed the gunman barricaded inside just after 1 p.m., state police officials said.",barricaded,dep,184-194
NYT_0022,NYT,shooter,"What began around 11:30 a.m., with the first report of an armed man approaching the school, ended as specialized officers breached a pair of adjoining classrooms and killed the gunman barricaded inside just after 1 p.m., state police officials said.",an armed man,pos,55-67
NYT_0022,NYT,shooter,"What began around 11:30 a.m., with the first report of an armed man approaching the school, ended as specialized officers breached a pair of adjoining classrooms and killed the gunman barricaded inside just after 1 p.m., state police officials said.",the gunman,pos,173-183
NYT_0022,NYT,shooter,"But officials said that the officers had successfully contained the gunman, identified as Salvador Ramos, until more specially trained officers could arrive.",had contained gunman,dep,37-74
NYT_0022,NYT,shooter,"But officials said that the officers had successfully contained the gunman, identified as Salvador Ramos, until more specially trained officers could arrive.",identified,dep,76-86
NYT_0022,NYT,shooter,"But officials said that the officers had successfully contained the gunman, identified as Salvador Ramos, until more specially trained officers could arrive.",the gunman,pos,64-74
NYT_0022,NYT,shooter,"But officials said that the officers had successfully contained the gunman, identified as Salvador Ramos, until more specially trained officers could arrive.",Salvador Ramos,pos,90-104
NYT_0025,NYT,shooter,"When 19 more children were killed by a gunman in Uvalde, Texas, on Tuesday, Mr. Biden, now the president, repeated Joseph R. Biden Jr. own call for the government to do something, decrying ''another massacre'' and insisting that it was ''time to turn this pain into action.''",were killed,dep,22-33
NYT_0025,NYT,shooter,"When 19 more children were killed by a gunman in Uvalde, Texas, on Tuesday, Mr. Biden, now the president, repeated Joseph R. Biden Jr. own call for the government to do something, decrying ''another massacre'' and insisting that it was ''time to turn this pain into action.''",own call,pos,135-143
NYT_0025,NYT,shooter,"When 19 more children were killed by a gunman in Uvalde, Texas, on Tuesday, Mr. Biden, now the president, repeated Joseph R. Biden Jr. own call for the government to do something, decrying ''another massacre'' and insisting that it was ''time to turn this pain into action.''",were killed by gunman,dep,22-45
NYT_0025,NYT,shooter,"When 19 more children were killed by a gunman in Uvalde, Texas, on Tuesday, Mr. Biden, now the president, repeated Joseph R. Biden Jr. own call for the government to do something, decrying ''another massacre'' and insisting that it was ''time to turn this pain into action.''",a gunman,pos,37-45
WSJ_0001,WSJ,shooter,"Local residents voiced anger Thursday about the time it took to end the mass shooting at an elementary school here, as police laid out a fresh timeline that showed the gunman entered the building unobstructed after lingering outside for 12 minutes firing shots.",laid out timeline,dep,126-151
WSJ_0001,WSJ,shooter,"Local residents voiced anger Thursday about the time it took to end the mass shooting at an elementary school here, as police laid out a fresh timeline that showed the gunman entered the building unobstructed after lingering outside for 12 minutes firing shots.",showed,dep,157-163
WSJ_0001,WSJ,shooter,"Local residents voiced anger Thursday about the time it took to end the mass shooting at an elementary school here, as police laid out a fresh timeline that showed the gunman entered the building unobstructed after lingering outside for 12 minutes firing shots.",entered building,dep,175-195
WSJ_0001,WSJ,shooter,"Local residents voiced anger Thursday about the time it took to end the mass shooting at an elementary school here, as police laid out a fresh timeline that showed the gunman entered the building unobstructed after lingering outside for 12 minutes firing shots.",unobstructed,dep,196-208
WSJ_0001,WSJ,shooter,"Local residents voiced anger Thursday about the time it took to end the mass shooting at an elementary school here, as police laid out a fresh timeline that showed the gunman entered the building unobstructed after lingering outside for 12 minutes firing shots.",fresh timeline,pos,137-151
WSJ_0001,WSJ,shooter,"Local residents voiced anger Thursday about the time it took to end the mass shooting at an elementary school here, as police laid out a fresh timeline that showed the gunman entered the building unobstructed after lingering outside for 12 minutes firing shots.",the mass shooting,pos,68-85
WSJ_0001,WSJ,shooter,"Local residents voiced anger Thursday about the time it took to end the mass shooting at an elementary school here, as police laid out a fresh timeline that showed the gunman entered the building unobstructed after lingering outside for 12 minutes firing shots.",the gunman,pos,164-174
WSJ_0001,WSJ,shooter,"Victor Escalon, a regional director for the Texas Department of Public Safety, gave a new timeline of how the now-deceased gunman, 18-year-old Salvador Ramos, walked into Robb Elementary School, barricaded himself in a classroom and killed 19 children and two teachers.",gave timeline,dep,79-98
WSJ_0001,WSJ,shooter,"Victor Escalon, a regional director for the Texas Department of Public Safety, gave a new timeline of how the now-deceased gunman, 18-year-old Salvador Ramos, walked into Robb Elementary School, barricaded himself in a classroom and killed 19 children and two teachers.",deceased,dep,114-122
WSJ_0001,WSJ,shooter,"Victor Escalon, a regional director for the Texas Department of Public Safety, gave a new timeline of how the now-deceased gunman, 18-year-old Salvador Ramos, walked into Robb Elementary School, barricaded himself in a classroom and killed 19 children and two teachers.",walked,dep,159-165
WSJ_0001,WSJ,shooter,"Victor Escalon, a regional director for the Texas Department of Public Safety, gave a new timeline of how the now-deceased gunman, 18-year-old Salvador Ramos, walked into Robb Elementary School, barricaded himself in a classroom and killed 19 children and two teachers.",new timeline,pos,86-98
WSJ_0001,WSJ,shooter,"Victor Escalon, a regional director for the Texas Department of Public Safety, gave a new timeline of how the now-deceased gunman, 18-year-old Salvador Ramos, walked into Robb Elementary School, barricaded himself in a classroom and killed 19 children and two teachers.",old Salvador Ramos,dep,139-157
WSJ_0001,WSJ,shooter,"Victor Escalon, a regional director for the Texas Department of Public Safety, gave a new timeline of how the now-deceased gunman, 18-year-old Salvador Ramos, walked into Robb Elementary School, barricaded himself in a classroom and killed 19 children and two teachers.",the now-deceased gunman,pos,106-129
WSJ_0001,WSJ,shooter,"Most of the shots Ramos fired came during the first several minutes after the gunman entered the school, Mr. Escalon said.",entered school,dep,85-103
WSJ_0001,WSJ,shooter,"Most of the shots Ramos fired came during the first several minutes after the gunman entered the school, Mr. Escalon said.",said,dep,117-121
WSJ_0001,WSJ,shooter,"Most of the shots Ramos fired came during the first several minutes after the gunman entered the school, Mr. Escalon said.",the shots,pos,8-17
WSJ_0001,WSJ,shooter,"Most of the shots Ramos fired came during the first several minutes after the gunman entered the school, Mr. Escalon said.",the gunman,pos,74-84
WSJ_0001,WSJ,shooter,"Most of the shots Ramos fired came during the first several minutes after the gunman entered the school, Mr. Escalon said.",Mr. Escalon,pos,105-116
WSJ_0002,WSJ,shooter,"A Texas Department of Public Safety spokesman, Lieutenant Chris Olivarez, described the gunman as ""just a complete evil person.",described gunman,dep,74-94
WSJ_0002,WSJ,shooter,"A Texas Department of Public Safety spokesman, Lieutenant Chris Olivarez, described the gunman as ""just a complete evil person.",Lieutenant Chris Olivarez,dep,47-72
WSJ_0002,WSJ,shooter,"A Texas Department of Public Safety spokesman, Lieutenant Chris Olivarez, described the gunman as ""just a complete evil person.",the gunman,pos,84-94
WSJ_0002,WSJ,shooter,"Or was the gunman an unhappy young man who stuttered, had a lisp, was bullied and mocked by the other students and came from a dysfunctional home with a mother who used drugs?",unhappy young man,dep,21-38
WSJ_0002,WSJ,shooter,"Or was the gunman an unhappy young man who stuttered, had a lisp, was bullied and mocked by the other students and came from a dysfunctional home with a mother who used drugs?",the gunman,pos,7-17
WSJ_0002,WSJ,shooter,"Writing in Time magazine about the slaughter of 16 schoolchildren and a teacher in Dunblane, Scotland, 26 years ago, I called the slaughter of 16 schoolchildren and a teacher in Dunblane, Scotland, 26 years ago an evil act; I said that the shooter himself, a man named Hamilton, was evil.",said,dep,226-230
WSJ_0002,WSJ,shooter,"Writing in Time magazine about the slaughter of 16 schoolchildren and a teacher in Dunblane, Scotland, 26 years ago, I called the slaughter of 16 schoolchildren and a teacher in Dunblane, Scotland, 26 years ago an evil act; I said that the shooter himself, a man named Hamilton, was evil.",named,dep,263-268
WSJ_0002,WSJ,shooter,"Writing in Time magazine about the slaughter of 16 schoolchildren and a teacher in Dunblane, Scotland, 26 years ago, I called the slaughter of 16 schoolchildren and a teacher in Dunblane, Scotland, 26 years ago an evil act; I said that the shooter himself, a man named Hamilton, was evil.",himself,dep,248-255
WSJ_0002,WSJ,shooter,"Writing in Time magazine about the slaughter of 16 schoolchildren and a teacher in Dunblane, Scotland, 26 years ago, I called the slaughter of 16 schoolchildren and a teacher in Dunblane, Scotland, 26 years ago an evil act; I said that the shooter himself, a man named Hamilton, was evil.",man,dep,259-262
